"","Domain","Phylum","Class","Order","Family","Genus","OTU.rep"
"OTU2580","Bacteria","Cyanobacteria","Chloroplast","","","","FN563089.1.1468"
"OTU203","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671756.1.1446"
"OTU586","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672070.1.1444"
"OTU612","Bacteria","Cyanobacteria","Chloroplast","","","","EF574674.1.1443"
"OTU223","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671819.1.1446"
"OTU258","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671921.1.1443"
"OTU978","Bacteria","Cyanobacteria","Chloroplast","","","","HM057721.1.1451"
"OTU1109","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","HQ529790.1.904"
"OTU1077","Bacteria","Cyanobacteria","Chloroplast","","","","AB199888.1.1217"
"OTU425","Bacteria","Verrucomicrobia","Arctic97B-4 marine group","","","","JN166247.1.1530"
"OTU567","Bacteria","Cyanobacteria","Chloroplast","","","","EU592338.1.1399"
"OTU3716","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","AF418172.1.1547"
"OTU1162","Bacteria","Cyanobacteria","Chloroplast","","","","EU394562.1.1447"
"OTU872","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ222785.1.1347"
"OTU519","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ222667.1.1344"
"OTU1325","Bacteria","Cyanobacteria","Chloroplast","","","","HM565910.2287.3749"
"OTU859","Bacteria","Cyanobacteria","Chloroplast","","","","HQ671790.1.1439"
"OTU368","Bacteria","Proteobacteria","Gammaproteobacteria","Order Incertae Sedis","Family Incertae Sedis","Arenicella","DQ906760.1.1497"
"OTU894","Bacteria","Cyanobacteria","Chloroplast","","","","GU061833.1.1462"
"OTU453","Bacteria","Cyanobacteria","Chloroplast","","","","EF574684.1.1421"
"OTU568","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","FJ826248.1.1455"
"OTU306","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU802819.1.1500"
"OTU883","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","NS10 marine group","HQ671808.1.1486"
"OTU1897","Archaea","Thaumarchaeota","Marine Benthic Group A","","","","AB193994.1.1472"
"OTU1856","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","AY664182.1.1269"
"OTU1626","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","AY664202.1.1263"
"OTU2544","Bacteria","Chloroflexi","SAR202 clade","","","","GQ337123.1.1475"
"OTU1898","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","HQ397070.1.1496"
"OTU1760","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter","FJ497496.1.1440"
"OTU1406","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","FM992724.1.1457"
"OTU597","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ673169.1.1436"
"OTU2465","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","GQ377836.1.1279"
"OTU3045","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","ST-12K33","","FJ792262.1.1364"
"OTU1988","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Marinobacter","AF288157.1.1529"
"OTU728","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OCS155 marine group","","EU237342.1.1352"
"OTU887","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum","EF573011.1.1496"
"OTU508","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU802903.1.1488"
"OTU904","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","JQ678491.1.1486"
"OTU819","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","NS9 marine group","","JX016602.1.1495"
"OTU1879","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS4 marine group","GQ348644.1.1376"
"OTU558","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ222710.1.1336"
"OTU681","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","AACY020281370.39.1481"
"OTU992","Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26 marine group","","","HQ674271.1.1518"
"OTU1216","Bacteria","Chloroflexi","SAR202 clade","","","","GQ337221.1.1465"
"OTU1688","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum","JN166361.1.1514"
"OTU762","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ673946.1.1447"
"OTU829","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ674255.1.1433"
"OTU1120","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","Nitrospina","AF355042.1.1473"
"OTU1377","Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26 marine group","","","HQ672454.1.1516"
"OTU958","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169 marine group","JX878927.1.1404"
"OTU967","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ673861.1.1478"
"OTU1097","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ672343.1.1480"
"OTU1243","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","AY726954.1.1223"
"OTU626","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ673984.1.1259"
"OTU645","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ672584.1.1445"
"OTU960","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ674116.1.1437"
"OTU1095","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ672591.1.1477"
"OTU170","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanobacter","AF382127.1.1491"
"OTU1194","Archaea","Thaumarchaeota","Marine Group I","","","","FJ150834.1.1353"
"OTU1474","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","AY664247.1.1301"
"OTU1284","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","Nitrospina","HQ672643.1.1480"
"OTU406","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 4","","AACY020551516.3485.4953"
"OTU841","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 4","","FR685392.1.1449"
"OTU1677","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OCS155 marine group","","EU570897.1.1483"
"OTU1189","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum","EU799068.1.1506"
"OTU1724","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","EU799605.1.1374"
"OTU1081","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","HQ672213.1.1501"
"OTU656","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","HQ672048.1.1451"
"OTU1574","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","HQ671824.1.1501"
"OTU766","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","DQ009291.1.2219"
"OTU199","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","Candidatus Pelagibacter","GQ349786.1.1320"
"OTU1432","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira","HQ671977.1.1462"
"OTU1289","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS2b marine group","HQ673647.1.1492"
"OTU939","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ673172.1.1474"
"OTU1117","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group III","","JQ222041.1.915"
"OTU1278","Bacteria","Proteobacteria","AEGEAN-245","","","","HQ673776.1.1505"
"OTU1342","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","AY726883.1.1242"
"OTU4410","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","HQ754131.1.1450"
"OTU1264","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ674220.1.1476"
"OTU1481","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ673737.1.1489"
"OTU2384","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ673157.1.1513"
"OTU1233","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417 marine group","HQ674088.1.1501"
"OTU1378","Archaea","Thaumarchaeota","Sc-EA05","","","","AB193991.1.1443"
"OTU636","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","GU234872.1.1374"
"OTU1978","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417 marine group","HQ673378.1.1517"
"OTU1057","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324 clade(Marine group B)","","","HQ673536.1.1466"
"OTU1578","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","","HQ672881.1.1504"
"OTU2242","Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae","","AACY020016122.205.1491"
"OTU813","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Formosa","FQ032821.27163.28678"
"OTU1332","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseibacillus","CAGN02000147.4055.5576"
"OTU625","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","DQ009139.1.2091"
"OTU1245","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ227077.1.1367"
"OTU1251","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","Nitrospina","JN860396.1.1488"
"OTU897","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ673997.1.1445"
"OTU1802","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ163761.1.1367"
"OTU881","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","GQ351220.1.1437"
"OTU1748","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","EU491156.1.1522"
"OTU1060","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group III","","EU686636.3067.4530"
"OTU984","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 4","","GQ350009.1.1324"
"OTU280","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","AY726977.1.1207"
"OTU326","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU802292.1.1292"
"OTU3025","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Albimonas","JN837486.1.1427"
"OTU1435","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","Nitrospina","HQ672600.1.1485"
"OTU1469","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116 clade","","HQ673528.1.1465"
"OTU973","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS4 marine group","AACY020324837.147.1652"
"OTU2826","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","EF379714.1.1505"
"OTU803","Bacteria","Verrucomicrobia","Opitutae","MB11C04 marine group","","","EF574610.1.1506"
"OTU1889","Bacteria","Lentisphaerae","Lentisphaeria","R76-B128","","","EF574345.1.1539"
"OTU339","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","GU061825.1.1499"
"OTU953","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","uncultured","","EF574964.1.1522"
"OTU182","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","GU940747.1.1343"
"OTU1777","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","GU061750.1.1434"
"OTU1270","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","GU062146.1.1447"
"OTU1846","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","GU061476.1.1445"
"OTU1797","Bacteria","Cyanobacteria","Chloroplast","","","","GU940969.1.1355"
"OTU928","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","AY663889.1.1236"
"OTU1717","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","JX206564.1.1446"
"OTU722","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus","EF575065.1.1452"
"OTU1663","Bacteria","Proteobacteria","TA18","","","","EF575141.1.1448"
"OTU1070","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS5 marine group","FJ745131.1.1372"
"OTU994","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum","JN233527.1.1440"
"OTU322","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116 clade","","EU802502.1.1451"
"OTU616","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","EU650238.1.1337"
"OTU1650","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ497426.1.1505"
"OTU932","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF575316.1.1499"
"OTU2255","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","EF584102.1.1469"
"OTU2480","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","JQ904728.1.1440"
"OTU2100","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera","AFNV01000049.76889.78424"
"OTU1052","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY726953.1.1250"
"OTU2264","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ497481.1.1464"
"OTU2387","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AB457051.1.1482"
"OTU1005","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","AY726882.1.1244"
"OTU1069","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GQ377796.1.1243"
"OTU1536","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","FJ626887.1.1400"
"OTU2439","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera","EU740417.1.1470"
"OTU3019","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","GU108560.1.1408"
"OTU2512","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","FQ032804.31701.33214"
"OTU3005","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","DQ396343.1.1478"
"OTU400","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 2","","EU802459.1.1439"
"OTU1158","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ673826.1.1508"
"OTU561","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","EU802868.1.1480"
"OTU2093","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","GQ337165.1.1513"
"OTU1224","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ673241.1.1522"
"OTU1195","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","HQ673860.1.1468"
"OTU730","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","GQ351168.1.1436"
"OTU359","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ672283.1.1257"
"OTU715","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996 marine group","","DQ513090.1.1481"
"OTU1142","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","HQ672449.1.1501"
"OTU1369","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","","HQ672817.1.1480"
"OTU882","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ673968.1.1448"
"OTU1987","Archaea","Thaumarchaeota","Marine Group I","","","","JQ227409.1.1285"
"OTU1004","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","HQ672574.1.1497"
"OTU1062","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672471.1.1437"
"OTU1038","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ672825.1.1447"
"OTU942","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672669.1.1446"
"OTU1842","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group III","","JQ222279.1.913"
"OTU648","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672013.1.1445"
"OTU785","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672108.1.1451"
"OTU677","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ226757.1.1346"
"OTU1337","Bacteria","Cyanobacteria","Chloroplast","","","","AF001654.1.1479"
"OTU905","Bacteria","Cyanobacteria","Chloroplast","","","","FR683981.1.1460"
"OTU1395","Bacteria","Cyanobacteria","Chloroplast","","","","FJ744842.1.1329"
"OTU1320","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ225307.1.1344"
"OTU1176","Bacteria","Cyanobacteria","Chloroplast","","","","FR684736.1.1469"
"OTU1370","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","DQ009427.1.2076"
"OTU1658","Bacteria","Cyanobacteria","Chloroplast","","","","FJ612433.1.1395"
"OTU1708","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Pseudospirillum","HQ242261.1.1500"
"OTU2197","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ222736.1.1337"
"OTU794","Bacteria","Cyanobacteria","Chloroplast","","","","EU268117.1.1452"
"OTU1266","Bacteria","Cyanobacteria","Chloroplast","","","","FJ826491.1.1449"
"OTU1205","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JN833331.1.1017"
"OTU1713","Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B-TzT-29","","","HQ671966.1.1464"
"OTU1180","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","EF597698.1.1403"
"OTU2883","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","HQ672130.1.1515"
"OTU1800","Bacteria","Cyanobacteria","Chloroplast","","","","FJ745161.1.1323"
"OTU2042","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","","HQ671846.1.1482"
"OTU1690","Bacteria","Cyanobacteria","Chloroplast","","","","HQ672103.1.1445"
"OTU1513","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","EU268113.1.1449"
"OTU1813","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43 clade","FR684189.1.1465"
"OTU2442","Archaea","Thaumarchaeota","Marine Group I","Order Incertae Sedis","Family Incertae Sedis","Candidatus Nitrosopumilus","GU553802.1.1446"
"OTU2657","Archaea","Thaumarchaeota","Marine Group I","","","","JQ224467.1.1339"
"OTU1992","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","GQ346805.1.1398"
"OTU1549","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","","GQ348084.1.1384"
"OTU941","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ674207.1.1447"
"OTU1705","Bacteria","Chloroflexi","SAR202 clade","","","","JN233054.1.1435"
"OTU916","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672388.1.1436"
"OTU1217","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","SAR406 clade(Marine group A)","","JN018915.1.1419"
"OTU848","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ652519.1.1341"
"OTU793","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ673642.1.1465"
"OTU776","Bacteria","Verrucomicrobia","Arctic97B-4 marine group","","","","JN874348.1.1526"
"OTU1599","Archaea","Thaumarchaeota","Marine Group I","","","","EF597697.1.952"
"OTU2958","Archaea","Thaumarchaeota","Marine Group I","","","","AF121999.1.911"
"OTU2790","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group III","","EU650260.1.1318"
"OTU3013","Archaea","Thaumarchaeota","Marine Group I","","","","HQ529855.1.916"
"OTU473","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Owenweeksia","EF572280.1.1488"
"OTU1191","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","EU010224.1.1421"
"OTU249","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","EU803115.1.1438"
"OTU835","Bacteria","Cyanobacteria","Chloroplast","","","","HM565911.2962.4423"
"OTU443","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 2","","EU803168.1.1439"
"OTU430","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","Candidatus Pelagibacter","HQ672662.1.1448"
"OTU917","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","","","HQ674120.1.1448"
"OTU1055","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ673652.1.1436"
"OTU972","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Surface 1","","HQ672614.1.1428"
"OTU1374","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672430.1.1446"
"OTU844","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Deep 1","","HQ672841.1.1434"
"OTU1185","Bacteria","Cyanobacteria","Chloroplast","","","","AY663909.1.1257"
"OTU1186","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Fluviicola","HQ671843.1.1485"
"OTU934","Bacteria","Cyanobacteria","Chloroplast","","","","HQ242621.1.1446"
"OTU1562","Bacteria","Cyanobacteria","Chloroplast","","","","X90641.1.1495"
"OTU1298","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","uncultured","HQ225273.1.1502"
"OTU1126","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","AY664213.1.1242"
"OTU1422","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ225306.1.1339"
"OTU1241","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","EU800569.1.1501"
"OTU1424","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ223014.1.1367"
"OTU1149","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","HQ541865.1.1460"
"OTU1056","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ226616.1.1299"
"OTU1566","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","JQ226401.1.1306"
"OTU1630","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine Group II","","AHCG01000072.3865.5305"
"OTU893","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116 clade","","AY744399.55976.57385"
"OTU1680","Bacteria","Cyanobacteria","Chloroplast","","","","AM747382.1.1283"
"OTU930","Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","NS5 marine group","HQ163320.1.1376"
"OTU1335","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86 clade","","HQ671881.1.1488"
"OTU1953","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","FJ613602.1.1487"
"OTU2709","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AF505725.1.1493"
"OTU3177","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AB016054.1.1536"
"OTU3251","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","DQ270712.1.1478"
"OTU3346","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AB016055.1.1531"
"OTU3431","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AY167286.1.1489"
"OTU3662","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","AJ551107.1.1684"
"OTU3519","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","JF268251.1.1423"
"OTU3663","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","EU434433.1.1417"
"OTU3763","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter","FJ535252.1.1363"
